"","GEOID","household_income","employment_rate","birth_rate","NAME","Less_HS","HS_Equiv","Some_College","Bachelors","Graduate_Prof"
"103","37071031902",32899,36.9,2,"Census Tract 319.02; Gaston County; North Carolina",0.246564268391269,0.455941794664511,0.182700080840744,0.0921584478577203,0.0226354082457559
"104","37071032000",31818,46.1,2,"Census Tract 320; Gaston County; North Carolina",0.236144578313253,0.321927710843374,0.394698795180723,0.0380722891566265,0.0091566265060241
"105","37071032100",32614,56.5,2,"Census Tract 321; Gaston County; North Carolina",0.134366925064599,0.432558139534884,0.281653746770026,0.129715762273902,0.0217054263565891
"106","37071032201",59514,59.8,2,"Census Tract 322.01; Gaston County; North Carolina",0.059745347698335,0.232615083251714,0.272771792360431,0.233104799216454,0.201762977473066
"107","37071032202",71058,70.4,2,"Census Tract 322.02; Gaston County; North Carolina",0.100803506208912,0.323593864134405,0.383491599707816,0.119795471146822,0.0723155588020453
"108","37071032301",73906,74,2,"Census Tract 323.01; Gaston County; North Carolina",0.0605420626539951,0.231960577261528,0.352692713833157,0.292854628651883,0.0619500175994368
"109","37071032302",39583,53.9,2,"Census Tract 323.02; Gaston County; North Carolina",0.164301075268817,0.260645161290323,0.300215053763441,0.19741935483871,0.0774193548387097
"110","37071032403",93504,57.3,2,"Census Tract 324.03; Gaston County; North Carolina",0.0839960238568589,0.157554671968191,0.299204771371769,0.303180914512922,0.156063618290258
"111","37071032404",95526,68.5,2,"Census Tract 324.04; Gaston County; North Carolina",0.0729813664596273,0.152950310559006,0.139751552795031,0.395962732919255,0.238354037267081
"112","37071032405",140091,65.2,2,"Census Tract 324.05; Gaston County; North Carolina",0,0.201952951620062,0.277407900577008,0.383488681757656,0.137150466045273
"113","37071032406",120625,67.7,2,"Census Tract 324.06; Gaston County; North Carolina",0.0758075148319051,0.140408701384311,0.326301911667765,0.295978905735003,0.161502966381015
"114","37071032505",65525,70,2,"Census Tract 325.05; Gaston County; North Carolina",0.073216995447648,0.223444613050076,0.420333839150228,0.167678300455235,0.115326251896813
"115","37071032506",68791,75.4,2,"Census Tract 325.06; Gaston County; North Carolina",0.10888710968775,0.281024819855885,0.323458767013611,0.203763010408327,0.0828662930344275
"116","37071032507",108438,72.2,2,"Census Tract 325.07; Gaston County; North Carolina",0.0361364403917595,0.275582573454914,0.33096926713948,0.218169537318473,0.139142181695373
"117","37071032508",92938,58.1,2,"Census Tract 325.08; Gaston County; North Carolina",0.043432757718472,0.249607535321821,0.310832025117739,0.213500784929356,0.182626896912611
"118","37071032509",130250,70.8,2,"Census Tract 325.09; Gaston County; North Carolina",0.0426021876799079,0.149107656879678,0.283822682786413,0.358664363845711,0.16580310880829
"119","37071032510",118095,67.3,2,"Census Tract 325.10; Gaston County; North Carolina",0.012472885032538,0.20173535791757,0.29175704989154,0.313449023861171,0.18058568329718
"120","37071032600",92277,61.2,2,"Census Tract 326; Gaston County; North Carolina",0.0443844075646469,0.186028560401389,0.344268622153609,0.263218834426862,0.162099575453493
"121","37071032702",65338,54.5,2,"Census Tract 327.02; Gaston County; North Carolina",0.140728476821192,0.244481236203091,0.317328918322296,0.199779249448124,0.097682119205298
"122","37071032703",56591,57.7,2,"Census Tract 327.03; Gaston County; North Carolina",0.170032573289902,0.215635179153094,0.401954397394137,0.0990228013029316,0.113355048859935
"123","37071032704",55120,61,2,"Census Tract 327.04; Gaston County; North Carolina",0.0505130228887135,0.193764798737174,0.451854775059195,0.273875295974743,0.0299921073401736
"124","37071032801",36425,45.1,2,"Census Tract 328.01; Gaston County; North Carolina",0.248998282770464,0.307384087006296,0.258156840297653,0.133943903835146,0.0515168860904408
"125","37071032802",33357,56.3,2,"Census Tract 328.02; Gaston County; North Carolina",0.170579029733959,0.258215962441315,0.371674491392801,0.135758998435055,0.0637715179968701
"126","37071032900",62880,63.1,2,"Census Tract 329; Gaston County; North Carolina",0.0777310924369748,0.338235294117647,0.301260504201681,0.20546218487395,0.0773109243697479
"127","37071033100",46000,58.8,2,"Census Tract 331; Gaston County; North Carolina",0.244674726540012,0.19055843408175,0.316637881404721,0.143926309729419,0.104202648244099
"128","37071033202",78359,66.1,2,"Census Tract 332.02; Gaston County; North Carolina",0.116969696969697,0.224242424242424,0.296363636363636,0.281212121212121,0.0812121212121212
"129","37071033203",47396,50.7,2,"Census Tract 332.03; Gaston County; North Carolina",0.173033707865169,0.442696629213483,0.261797752808989,0.050561797752809,0.0719101123595506
"130","37071033204",34597,59.9,2,"Census Tract 332.04; Gaston County; North Carolina",0.207075962539022,0.351196670135276,0.327263267429761,0.0972944849115505,0.0171696149843913
