"","GEOID","household_income","employment_rate","birth_rate","NAME","Less_HS","HS_Equiv","Some_College","Bachelors","Graduate_Prof"
"131","37071033303",110368,59.8,2,"Census Tract 333.03; Gaston County; North Carolina",0.0543726235741445,0.168060836501901,0.306463878326996,0.285931558935361,0.185171102661597
"132","37071033306",80536,57.1,2,"Census Tract 333.06; Gaston County; North Carolina",0.103260869565217,0.229166666666667,0.32518115942029,0.32518115942029,0.0172101449275362
"133","37071033308",68148,56.3,2,"Census Tract 333.08; Gaston County; North Carolina",0.0785498489425982,0.475327291037261,0.264853977844914,0.153071500503525,0.0281973816717019
"134","37071033309",81328,68.3,2,"Census Tract 333.09; Gaston County; North Carolina",0.072,0.329454545454545,0.474909090909091,0.08,0.0436363636363636
"135","37071033310",80417,75.5,2,"Census Tract 333.10; Gaston County; North Carolina",0.160100062539087,0.409631019387117,0.284552845528455,0.100687929956223,0.0450281425891182
"136","37071033311",62411,69,2,"Census Tract 333.11; Gaston County; North Carolina",0.0877944325481799,0.297644539614561,0.396145610278373,0.156316916488223,0.0620985010706638
"137","37071033312",102154,65.5,2,"Census Tract 333.12; Gaston County; North Carolina",0.0796277145811789,0.159944846604619,0.342640468803861,0.269906928645295,0.147880041365047
"138","37071033313",128139,63.6,2,"Census Tract 333.13; Gaston County; North Carolina",0.0436796823295831,0.127729980145599,0.269358041032429,0.389146260754467,0.170086035737922
"139","37071033400",37141,51.2,2,"Census Tract 334; Gaston County; North Carolina",0.256904866286716,0.377904427882508,0.279263480929417,0.0859272249013591,0
"140","37071033501",51250,46.1,2,"Census Tract 335.01; Gaston County; North Carolina",0.101479915433404,0.238900634249471,0.495243128964059,0.134249471458774,0.0301268498942918
"141","37071033502",69931,49.7,2,"Census Tract 335.02; Gaston County; North Carolina",0.106590257879656,0.244126074498567,0.404011461318052,0.211461318051576,0.033810888252149
"142","37097060100",52418,60.8,1.32,"Census Tract 601; Iredell County; North Carolina",0.184611882540405,0.171864329615297,0.284088322330981,0.244252219440018,0.115183246073298
"143","37097060200",44688,57.8,1.32,"Census Tract 602; Iredell County; North Carolina",0.15531561461794,0.308139534883721,0.42358803986711,0.0988372093023256,0.0141196013289037
"144","37097060300",39202,67,1.32,"Census Tract 603; Iredell County; North Carolina",0.28780487804878,0.257926829268293,0.292682926829268,0.140243902439024,0.0213414634146341
"145","37097060400",45931,61.8,1.32,"Census Tract 604; Iredell County; North Carolina",0.225776397515528,0.341614906832298,0.302484472049689,0.115217391304348,0.0149068322981366
"146","37097060500",60370,55.9,1.32,"Census Tract 605; Iredell County; North Carolina",0.143035602748282,0.290755777638976,0.307620237351655,0.173641474078701,0.084946908182386
"147","37097060601",38750,62.3,1.32,"Census Tract 606.01; Iredell County; North Carolina",0.138895955227677,0.365810226405495,0.290256932078352,0.121851946069702,0.0831849402187738
"148","37097060602",81000,49.7,1.32,"Census Tract 606.02; Iredell County; North Carolina",0.0599700149925037,0.228635682158921,0.305097451274363,0.25712143928036,0.149175412293853
"149","37097060603",65110,55.9,1.32,"Census Tract 606.03; Iredell County; North Carolina",0.210441767068273,0.365461847389558,0.376706827309237,0.0409638554216867,0.00642570281124498
"150","37097060701",46733,62.7,1.32,"Census Tract 607.01; Iredell County; North Carolina",0.170291777188329,0.260477453580902,0.405305039787798,0.116710875331565,0.0472148541114058
"151","37097060702",70154,63.9,1.32,"Census Tract 607.02; Iredell County; North Carolina",0.155664722136936,0.357998157813939,0.324224746699417,0.120663186981885,0.0414491863678232
"152","37097060703",71786,64.9,1.32,"Census Tract 607.03; Iredell County; North Carolina",0.0633768746976294,0.323657474600871,0.457184325108853,0.10062893081761,0.0551523947750363
"153","37097060801",63156,64.2,1.32,"Census Tract 608.01; Iredell County; North Carolina",0.0932,0.4116,0.3636,0.116,0.0156
"154","37097060802",68333,58.6,1.32,"Census Tract 608.02; Iredell County; North Carolina",0.131753948462178,0.361596009975062,0.365752285951787,0.119700748129676,0.0211970074812968
"155","37097060901",63656,53.2,1.32,"Census Tract 609.01; Iredell County; North Carolina",0.116102017510468,0.471640654739246,0.295393985534831,0.0890749904834412,0.0277883517320137
"156","37097060902",54826,55.7,1.32,"Census Tract 609.02; Iredell County; North Carolina",0.187072243346008,0.358555133079848,0.342965779467681,0.0866920152091255,0.0247148288973384
"157","37097061001",65921,55.7,1.32,"Census Tract 610.01; Iredell County; North Carolina",0.0782208588957055,0.349079754601227,0.375766871165644,0.148466257668712,0.0484662576687117
"158","37097061002",72682,59,1.32,"Census Tract 610.02; Iredell County; North Carolina",0.0685714285714286,0.388235294117647,0.316638655462185,0.165042016806723,0.0615126050420168
"159","37097061003",56034,55.5,1.32,"Census Tract 610.03; Iredell County; North Carolina",0.0812720848056537,0.268904593639576,0.367844522968198,0.191519434628975,0.0904593639575972
"160","37097061101",55076,63.5,1.32,"Census Tract 611.01; Iredell County; North Carolina",0.213466334164589,0.388029925187032,0.29925187032419,0.0753117206982544,0.0239401496259352
"161","37097061102",63393,56.7,1.32,"Census Tract 611.02; Iredell County; North Carolina",0.102979036410445,0.354542111070246,0.367046708348658,0.148216255976462,0.027215888194189
"162","37097061103",50910,47,1.32,"Census Tract 611.03; Iredell County; North Carolina",0.22756569162122,0.312345066931086,0.306395637084779,0.139315815567675,0.0143777887952405
"163","37097061104",53396,51.3,1.32,"Census Tract 611.04; Iredell County; North Carolina",0.084899546338302,0.381723914452366,0.358392741412832,0.0797148412184057,0.0952689565780946
"164","37097061201",85978,68.3,1.32,"Census Tract 612.01; Iredell County; North Carolina",0.063315303849825,0.286986955138403,0.346166083359847,0.188991409481387,0.114540248170538
"165","37097061202",67238,67.4,1.32,"Census Tract 612.02; Iredell County; North Carolina",0.113009198423127,0.268856767411301,0.372404730617608,0.162680683311432,0.0830486202365309
"166","37097061203",87964,67,1.32,"Census Tract 612.03; Iredell County; North Carolina",0.0192542042407994,0.175968803314648,0.338776504996344,0.303923958079454,0.162076529368755
"167","37097061204",152829,56.7,1.32,"Census Tract 612.04; Iredell County; North Carolina",0.0158679784195493,0.159314503332275,0.238971754998413,0.384322437321485,0.201523325928277
"168","37097061205",74276,59.2,1.32,"Census Tract 612.05; Iredell County; North Carolina",0.111947626841244,0.283142389525368,0.268412438625205,0.204255319148936,0.132242225859247
"169","37097061301",48393,56.2,1.32,"Census Tract 613.01; Iredell County; North Carolina",0.134976525821596,0.391431924882629,0.311032863849765,0.132629107981221,0.0299295774647887
"170","37097061302",72014,59.3,1.32,"Census Tract 613.02; Iredell County; North Carolina",0.11295139831659,0.399131143089872,0.348628835188705,0.11186532717893,0.0274232962259028
"171","37097061303",89835,53.9,1.32,"Census Tract 613.03; Iredell County; North Carolina",0.0213089802130898,0.313546423135464,0.32699137493658,0.264840182648402,0.0733130390664637
"172","37097061304",73023,70,1.32,"Census Tract 613.04; Iredell County; North Carolina",0.0546365914786967,0.243609022556391,0.441102756892231,0.207518796992481,0.0531328320802005
"173","37097061401",183269,64.1,1.32,"Census Tract 614.01; Iredell County; North Carolina",0.0051666236114699,0.113407388271764,0.251872901059158,0.457762851976234,0.171790235081374
"174","37097061402",103091,72.9,1.32,"Census Tract 614.02; Iredell County; North Carolina",0.0198364008179959,0.150306748466258,0.22678936605317,0.430265848670757,0.17280163599182
"175","37097061403",63756,71.1,1.32,"Census Tract 614.03; Iredell County; North Carolina",0.0650804758572428,0.129811056682995,0.311056682995101,0.313156053184045,0.180895731280616
"176","37097061404",74773,61.8,1.32,"Census Tract 614.04; Iredell County; North Carolina",0.00294241277847835,0.187894073139975,0.307271963009668,0.223203026481715,0.278688524590164
"177","37097061405",117422,61.6,1.32,"Census Tract 614.05; Iredell County; North Carolina",0.0145211930926217,0.206828885400314,0.270408163265306,0.374803767660911,0.133437990580848
"178","37097061406",176250,54.9,1.32,"Census Tract 614.06; Iredell County; North Carolina",0.0109137055837563,0.127918781725888,0.192639593908629,0.372081218274112,0.296446700507614
"179","37097061407",104036,62.1,1.32,"Census Tract 614.07; Iredell County; North Carolina",0.0205807724837891,0.214547504933747,0.256272906681703,0.27741753594587,0.231181279954891
"180","37097061408",120767,73.8,1.32,"Census Tract 614.08; Iredell County; North Carolina",0.0288619219416202,0.132502459822893,0.287963266644802,0.352574614627747,0.198097736962939
"181","37097061501",74190,65,1.32,"Census Tract 615.01; Iredell County; North Carolina",0.0995506394745938,0.171102661596958,0.380919460767369,0.291738679571379,0.0566885585896993
"182","37097061502",88110,69.2,1.32,"Census Tract 615.02; Iredell County; North Carolina",0.0407209612817089,0.245994659546061,0.328437917222964,0.309078771695594,0.0757676902536716
"183","37097061503",91667,70.1,1.32,"Census Tract 615.03; Iredell County; North Carolina",0.0323367907260525,0.182123245881635,0.349603416717511,0.334960341671751,0.100976205003051
"184","37097061601",46591,53,1.32,"Census Tract 616.01; Iredell County; North Carolina",0.0951061865189289,0.349953831948292,0.343951985226223,0.166666666666667,0.0443213296398892
"185","37097061603",71071,62.7,1.32,"Census Tract 616.03; Iredell County; North Carolina",0.128043775649795,0.190697674418605,0.274418604651163,0.283447332421341,0.123392612859097
"186","37097061604",103596,48.2,1.32,"Census Tract 616.04; Iredell County; North Carolina",0.0727272727272727,0.139393939393939,0.207792207792208,0.407792207792208,0.172294372294372
"187","37097061605",86250,71.3,1.32,"Census Tract 616.05; Iredell County; North Carolina",0.123642943305187,0.169481302774427,0.256332931242461,0.278045838359469,0.172496984318456
"188","37109070100",39122,51.7,1.88,"Census Tract 701; Lincoln County; North Carolina",0.157387902497743,0.335239241649112,0.365031597953656,0.088474270237737,0.0538669876617514
"189","37109070201",52664,56.6,1.88,"Census Tract 702.01; Lincoln County; North Carolina",0.171907140758155,0.31971789597414,0.3696738172201,0.0796356156332648,0.0590655304143403
"190","37109070202",83281,60,1.88,"Census Tract 702.02; Lincoln County; North Carolina",0.0701754385964912,0.386842105263158,0.317543859649123,0.161842105263158,0.0635964912280702
"191","37109070300",57260,48.7,1.88,"Census Tract 703; Lincoln County; North Carolina",0.115331010452962,0.279094076655052,0.331358885017422,0.177003484320557,0.097212543554007
"192","37109070400",58250,57.4,1.88,"Census Tract 704; Lincoln County; North Carolina",0.169552507308298,0.349673937485946,0.31639307398246,0.13222397121655,0.0321565100067461
"193","37109070500",60804,44.7,1.88,"Census Tract 705; Lincoln County; North Carolina",0.181983858370216,0.364748763342879,0.332205154907576,0.0648268680031242,0.0562353553762041
"194","37109070600",68949,56.5,1.88,"Census Tract 706; Lincoln County; North Carolina",0.15006345177665,0.357868020304569,0.29505076142132,0.116116751269036,0.0809010152284264
"195","37109070700",77659,56.9,1.88,"Census Tract 707; Lincoln County; North Carolina",0.0983877635386523,0.380735841256718,0.324514262091773,0.136833402232327,0.0595287308805291
"196","37109070800",60417,67.7,1.88,"Census Tract 708; Lincoln County; North Carolina",0.13141567963903,0.399135175784922,0.318856927993984,0.12709155856364,0.0235006580184245
"197","37109070901",71432,62.6,1.88,"Census Tract 709.01; Lincoln County; North Carolina",0.123658051689861,0.337176938369781,0.334791252485089,0.121272365805169,0.0831013916500994
"198","37109070902",80072,65.1,1.88,"Census Tract 709.02; Lincoln County; North Carolina",0.0403290529695024,0.294341894060995,0.3196227929374,0.273073836276083,0.0726324237560193
"199","37109071001",75332,71.4,1.88,"Census Tract 710.01; Lincoln County; North Carolina",0.144662921348315,0.310674157303371,0.392134831460674,0.128651685393258,0.023876404494382
"200","37109071002",65525,55.6,1.88,"Census Tract 710.02; Lincoln County; North Carolina",0.165221825599184,0.348291687914329,0.345741968383478,0.0973992860785314,0.0433452320244773
"201","37109071101",75740,65.8,1.88,"Census Tract 711.01; Lincoln County; North Carolina",0.0422857142857143,0.250742857142857,0.337142857142857,0.331428571428571,0.0384
"202","37109071102",115997,63.6,1.88,"Census Tract 711.02; Lincoln County; North Carolina",0.0392400568181818,0.235262784090909,0.353870738636364,0.244673295454545,0.126953125
"203","37109071201",121250,57.3,1.88,"Census Tract 712.01; Lincoln County; North Carolina",0.0283505154639175,0.139819587628866,0.369201030927835,0.298969072164948,0.163659793814433
"204","37109071202",116272,50.6,1.88,"Census Tract 712.02; Lincoln County; North Carolina",0.0243609022556391,0.178947368421053,0.333233082706767,0.314586466165414,0.148872180451128
"205","37109071203",155403,61,1.88,"Census Tract 712.03; Lincoln County; North Carolina",0.0194127638922592,0.164523173986896,0.312788158214026,0.347488473671439,0.15578743023538
"206","37119000101",101587,82.3,1.62,"Census Tract 1.01; Mecklenburg County; North Carolina",0,0.0770186335403727,0.372670807453416,0.426086956521739,0.124223602484472
"207","37119000102",123650,94.8,1.62,"Census Tract 1.02; Mecklenburg County; North Carolina",0,0.031470173790512,0.151714419915453,0.481916392672616,0.334899013621418
"208","37119000103",131398,85.1,1.62,"Census Tract 1.03; Mecklenburg County; North Carolina",0.00904662491301322,0.0139178844815588,0.263048016701461,0.462073764787752,0.251913709116214
"209","37119000104",109896,87.8,1.62,"Census Tract 1.04; Mecklenburg County; North Carolina",0.00826446280991736,0.0117079889807163,0.308539944903581,0.40495867768595,0.266528925619835
"210","37119000301",82500,84.1,1.62,"Census Tract 3.01; Mecklenburg County; North Carolina",0,0.0762016412661196,0.0902696365767878,0.522860492379836,0.310668229777257
"211","37119000302",70703,78.4,1.62,"Census Tract 3.02; Mecklenburg County; North Carolina",0.162874251497006,0.147305389221557,0.130538922155689,0.396407185628742,0.162874251497006
"212","37119000401",88095,86.9,1.62,"Census Tract 4.01; Mecklenburg County; North Carolina",0.0195712954333644,0.0885368126747437,0.136067101584343,0.469711090400746,0.286113699906803
"213","37119000402",72978,93.7,1.62,"Census Tract 4.02; Mecklenburg County; North Carolina",0,0.0572755417956656,0.0696594427244582,0.626934984520124,0.246130030959752
"214","37119000501",66642,77.4,1.62,"Census Tract 5.01; Mecklenburg County; North Carolina",0.0262725779967159,0.164203612479475,0.224137931034483,0.380131362889984,0.205254515599343
"215","37119000502",88583,94.7,1.62,"Census Tract 5.02; Mecklenburg County; North Carolina",0.00392670157068063,0.0274869109947644,0.212041884816754,0.513089005235602,0.243455497382199
"216","37119000503",70958,63.1,1.62,"Census Tract 5.03; Mecklenburg County; North Carolina",0.0883036405886909,0.219209914794733,0.131680867544539,0.251742835011619,0.309062742060418
"217","37119000600",71331,47.4,1.62,"Census Tract 6; Mecklenburg County; North Carolina",0.159010600706714,0.23578541599743,0.215547703180212,0.236106649534211,0.153549630581433
"218","37119000700",72475,86.4,1.62,"Census Tract 7; Mecklenburg County; North Carolina",0.0260631001371742,0.203703703703704,0.207133058984911,0.356652949245542,0.206447187928669
"219","37119000800",49839,75.2,1.62,"Census Tract 8; Mecklenburg County; North Carolina",0.0701519213583557,0.253351206434316,0.241733690795353,0.335567470956211,0.0991957104557641
"220","37119000900",106563,67.6,1.62,"Census Tract 9; Mecklenburg County; North Carolina",0.0788555478018144,0.124214933705513,0.195394277739009,0.374738311235171,0.226796929518493
"221","37119001000",108750,77.7,1.62,"Census Tract 10; Mecklenburg County; North Carolina",0.0253691783415373,0.0397576675501704,0.160545248012117,0.516092389246498,0.258235516849678
"222","37119001100",105625,84.9,1.62,"Census Tract 11; Mecklenburg County; North Carolina",0.03240058910162,0.0287187039764359,0.165316642120766,0.505154639175258,0.26840942562592
"223","37119001200",79737,63.6,1.62,"Census Tract 12; Mecklenburg County; North Carolina",0.186013986013986,0.180979020979021,0.206433566433566,0.23020979020979,0.196363636363636
"224","37119001300",58750,67.4,1.62,"Census Tract 13; Mecklenburg County; North Carolina",0.179874213836478,0.15,0.221698113207547,0.311006289308176,0.137421383647799
"225","37119001400",93405,78.8,1.62,"Census Tract 14; Mecklenburg County; North Carolina",0.0391352963101006,0.134178158777488,0.182258665672754,0.383525903838986,0.260901975400671
"226","37119001504",50462,66.7,1.62,"Census Tract 15.04; Mecklenburg County; North Carolina",0.385767022149303,0.210828547990156,0.291017227235439,0.0660377358490566,0.0463494667760459
"227","37119001505",48207,63.2,1.62,"Census Tract 15.05; Mecklenburg County; North Carolina",0.259342301943199,0.162182361733931,0.284379671150972,0.147234678624813,0.146860986547085
"228","37119001507",46513,60.8,1.62,"Census Tract 15.07; Mecklenburg County; North Carolina",0.330043859649123,0.320175438596491,0.213450292397661,0.0771198830409357,0.0592105263157895
"229","37119001508",67808,69.8,1.62,"Census Tract 15.08; Mecklenburg County; North Carolina",0.117835968379447,0.283843873517787,0.322628458498024,0.222332015810277,0.0533596837944664
"230","37119001509",60856,67.6,1.62,"Census Tract 15.09; Mecklenburg County; North Carolina",0.244392523364486,0.307943925233645,0.22803738317757,0.201869158878505,0.0177570093457944
"231","37119001510",55373,60.5,1.62,"Census Tract 15.10; Mecklenburg County; North Carolina",0.182683982683983,0.275324675324675,0.29004329004329,0.173593073593074,0.0783549783549784
"232","37119001603",56276,67.9,1.62,"Census Tract 16.03; Mecklenburg County; North Carolina",0.178664072632944,0.193579766536965,0.399805447470817,0.151750972762646,0.0761997405966278
"233","37119001605",42798,74.5,1.62,"Census Tract 16.05; Mecklenburg County; North Carolina",0.247210300429185,0.212875536480687,0.279828326180257,0.194849785407725,0.0652360515021459
"234","37119001606",78235,67.4,1.62,"Census Tract 16.06; Mecklenburg County; North Carolina",0.276927880112395,0.217608492038714,0.234155479238214,0.182641273805807,0.0886668748048704
"235","37119001607",38511,66.2,1.62,"Census Tract 16.07; Mecklenburg County; North Carolina",0.253554502369668,0.276658767772512,0.226303317535545,0.191350710900474,0.0521327014218009
"236","37119001608",48224,60,1.62,"Census Tract 16.08; Mecklenburg County; North Carolina",0.270937861829409,0.27518332690081,0.340023157082208,0.0887688151292937,0.0250868390582787
"237","37119001609",53438,69.5,1.62,"Census Tract 16.09; Mecklenburg County; North Carolina",0.265231092436975,0.292542016806723,0.225840336134454,0.189075630252101,0.0273109243697479
"238","37119001701",57004,78.9,1.62,"Census Tract 17.01; Mecklenburg County; North Carolina",0.142223738062756,0.225102319236016,0.20225102319236,0.283424283765348,0.14699863574352
"239","37119001702",59276,73.7,1.62,"Census Tract 17.02; Mecklenburg County; North Carolina",0.284343434343434,0.242424242424242,0.208585858585859,0.186868686868687,0.0777777777777778
"240","37119001801",41857,77.1,1.62,"Census Tract 18.01; Mecklenburg County; North Carolina",0.0511848341232227,0.212322274881517,0.209478672985782,0.427488151658768,0.0995260663507109
"241","37119001802",62727,78.1,1.62,"Census Tract 18.02; Mecklenburg County; North Carolina",0.0881688018085908,0.191409193669932,0.240015071590053,0.367370007535795,0.113036925395629
"242","37119001910",50570,60.8,1.62,"Census Tract 19.10; Mecklenburg County; North Carolina",0.248020272410516,0.25245486221096,0.328476401647133,0.126702565726956,0.0443458980044346
"243","37119001911",51849,63.1,1.62,"Census Tract 19.11; Mecklenburg County; North Carolina",0.123543689320388,0.277184466019417,0.395388349514563,0.14247572815534,0.0614077669902913
"244","37119001914",56250,62.7,1.62,"Census Tract 19.14; Mecklenburg County; North Carolina",0.243287225386493,0.221724979658259,0.244507729861676,0.209926769731489,0.080553295362083
"245","37119001916",53913,63.3,1.62,"Census Tract 19.16; Mecklenburg County; North Carolina",0.111197210383572,0.204184424641612,0.430065865943433,0.18752421542038,0.0670282836110035
"246","37119001917",68992,56.8,1.62,"Census Tract 19.17; Mecklenburg County; North Carolina",0.217283950617284,0.316049382716049,0.299470899470899,0.155202821869489,0.0119929453262787
"247","37119001918",46625,71.3,1.62,"Census Tract 19.18; Mecklenburg County; North Carolina",0.143309580364212,0.246239113222486,0.35827395091053,0.137767220902613,0.114410134600158
"248","37119001919",54926,67.4,1.62,"Census Tract 19.19; Mecklenburg County; North Carolina",0.140357142857143,0.29,0.268214285714286,0.183571428571429,0.117857142857143
"249","37119001920",62727,52.2,1.62,"Census Tract 19.20; Mecklenburg County; North Carolina",0.185792349726776,0.26808100289296,0.360655737704918,0.120861459337833,0.0646094503375121
"250","37119001921",55481,66.2,1.62,"Census Tract 19.21; Mecklenburg County; North Carolina",0.257286995515695,0.251681614349776,0.317825112107623,0.138452914798206,0.0347533632286996
"251","37119001922",57778,62.7,1.62,"Census Tract 19.22; Mecklenburg County; North Carolina",0.274480712166172,0.254896142433234,0.291394658753709,0.148961424332344,0.0302670623145401
"252","37119001923",53922,64.1,1.62,"Census Tract 19.23; Mecklenburg County; North Carolina",0.113145367997071,0.379714390333211,0.323324789454412,0.144269498352252,0.0395459538630538
"253","37119001924",34943,51.7,1.62,"Census Tract 19.24; Mecklenburg County; North Carolina",0.485313751668892,0.21562082777036,0.183578104138852,0.0607476635514019,0.054739652870494
"254","37119001925",47684,72.7,1.62,"Census Tract 19.25; Mecklenburg County; North Carolina",0.330998894213048,0.18650939918909,0.310357537781054,0.137854773313675,0.0342793955031331
"255","37119001926",47315,66.3,1.62,"Census Tract 19.26; Mecklenburg County; North Carolina",0.105181145305804,0.15660303856642,0.366186209583171,0.218153486560187,0.153876119984418
"256","37119001927",49429,81.6,1.62,"Census Tract 19.27; Mecklenburg County; North Carolina",0.0995792426367461,0.393641888733053,0.244974287050023,0.121084618980832,0.140719962599345
"257","37119002004",97241,66.9,1.62,"Census Tract 20.04; Mecklenburg County; North Carolina",0.00178343949044586,0.11031847133758,0.225987261146497,0.498853503184713,0.163057324840764
"258","37119002005",114716,59,1.62,"Census Tract 20.05; Mecklenburg County; North Carolina",0.0147313691507799,0.0446273830155979,0.229202772963605,0.483968804159445,0.227469670710572
"259","37119002006",127813,63,1.62,"Census Tract 20.06; Mecklenburg County; North Carolina",0.0622467771639042,0.0740331491712707,0.194843462246777,0.369429097605893,0.299447513812155
"260","37119002007",61250,55.2,1.62,"Census Tract 20.07; Mecklenburg County; North Carolina",0.107948442534909,0.104189044038668,0.31203007518797,0.345327604726101,0.130504833512352
"261","37119002008",157625,69.2,1.62,"Census Tract 20.08; Mecklenburg County; North Carolina",0.0244335850733008,0.0422034651266104,0.298978231896935,0.274100399822301,0.360284318080853
"262","37119002100",56432,61,1.62,"Census Tract 21; Mecklenburg County; North Carolina",0.079646017699115,0.152212389380531,0.330530973451327,0.288053097345133,0.149557522123894
"263","37119002201",160917,80.2,1.62,"Census Tract 22.01; Mecklenburg County; North Carolina",0.0274876305662452,0.0302363936228697,0.124244090159428,0.384826827927433,0.433205057724024
"264","37119002202",107004,62.2,1.62,"Census Tract 22.02; Mecklenburg County; North Carolina",0.00763358778625954,0.088263358778626,0.129770992366412,0.452767175572519,0.321564885496183
"265","37119002300",20779,47.7,1.62,"Census Tract 23; Mecklenburg County; North Carolina",0.187459177008491,0.387981711299804,0.352057478772044,0.0509470934030046,0.0215545395166558
"266","37119002400",90679,84.4,1.62,"Census Tract 24; Mecklenburg County; North Carolina",0.0349593495934959,0.0658536585365854,0.0926829268292683,0.468292682926829,0.338211382113821
"267","37119002500",92904,85.9,1.62,"Census Tract 25; Mecklenburg County; North Carolina",0.0194429847609038,0.0451918024172359,0.121912769311613,0.463478717813978,0.349973725696269
"268","37119002600",70208,76.8,1.62,"Census Tract 26; Mecklenburg County; North Carolina",0.0614678899082569,0.137614678899083,0.148623853211009,0.368807339449541,0.28348623853211
"269","37119002701",236115,50.2,1.62,"Census Tract 27.01; Mecklenburg County; North Carolina",0.0087719298245614,0.0559732664995823,0.129072681704261,0.511278195488722,0.294903926482874
"270","37119002702",250001,59.1,1.62,"Census Tract 27.02; Mecklenburg County; North Carolina",0,0.0100487210718636,0.0663824604141291,0.439403166869671,0.484165651644336
"271","37119002800",250001,50.4,1.62,"Census Tract 28; Mecklenburg County; North Carolina",0.00400874635568513,0.0120262390670554,0.0845481049562682,0.510568513119534,0.388848396501458
"272","37119002903",146158,68.2,1.62,"Census Tract 29.03; Mecklenburg County; North Carolina",0,0.0891497461928934,0.0996192893401015,0.439403553299492,0.371827411167513
"273","37119002905",186128,59.6,1.62,"Census Tract 29.05; Mecklenburg County; North Carolina",0.013170272812794,0.0442144873000941,0.0907808090310442,0.536688617121355,0.315145813734713
"274","37119002907",133056,66.5,1.62,"Census Tract 29.07; Mecklenburg County; North Carolina",0.0357287860332927,0.0759236703207471,0.097442143727162,0.408038976857491,0.382866423061307
"275","37119002908",127176,52.7,1.62,"Census Tract 29.08; Mecklenburg County; North Carolina",0.0205148833467418,0.139983909895414,0.142799678197908,0.384151246983105,0.31255028157683
"276","37119002909",145966,69.1,1.62,"Census Tract 29.09; Mecklenburg County; North Carolina",0.00655737704918033,0.00491803278688525,0.163114754098361,0.566393442622951,0.259016393442623
"277","37119002910",126023,77,1.62,"Census Tract 29.10; Mecklenburg County; North Carolina",0.0119904076738609,0.0763389288569145,0.213429256594724,0.436051159072742,0.262190247801759
"278","37119003006",109429,69.2,1.62,"Census Tract 30.06; Mecklenburg County; North Carolina",0.0189967349361828,0.022855446720095,0.229741763134461,0.382902938557435,0.345503116651825
"279","37119003008",120109,64.9,1.62,"Census Tract 30.08; Mecklenburg County; North Carolina",0.0257719990712793,0.0677966101694915,0.297422800092872,0.366612491293244,0.242396099373114
"280","37119003012",94191,55.6,1.62,"Census Tract 30.12; Mecklenburg County; North Carolina",0.0252100840336134,0.0961344537815126,0.188235294117647,0.467563025210084,0.222857142857143
"281","37119003013",184814,66.9,1.62,"Census Tract 30.13; Mecklenburg County; North Carolina",0.00321637426900585,0.0207602339181287,0.150584795321637,0.378362573099415,0.447076023391813
"282","37119003015",136625,55.9,1.62,"Census Tract 30.15; Mecklenburg County; North Carolina",0.00670448684889118,0.09412068076328,0.193914388860237,0.418514698298092,0.2867457452295
"283","37119003016",105469,66.6,1.62,"Census Tract 30.16; Mecklenburg County; North Carolina",0.0173775671406003,0.101105845181675,0.163981042654028,0.362401263823065,0.355134281200632
"284","37119003017",137692,64.7,1.62,"Census Tract 30.17; Mecklenburg County; North Carolina",0.0074794315632012,0.075168287210172,0.216903515332835,0.461106955871354,0.239341810022438
"285","37119003018",108162,65,1.62,"Census Tract 30.18; Mecklenburg County; North Carolina",0.0212201591511936,0.0594164456233422,0.23501326259947,0.496021220159151,0.188328912466843
"286","37119003019",154700,64.3,1.62,"Census Tract 30.19; Mecklenburg County; North Carolina",0,0.0754448398576512,0.149466192170818,0.505338078291815,0.269750889679715
"287","37119003020",238242,56.7,1.62,"Census Tract 30.20; Mecklenburg County; North Carolina",0.0250584697627798,0.0895422652856666,0.0654861343133979,0.498496491814233,0.321416638823922
"288","37119003021",128875,70.6,1.62,"Census Tract 30.21; Mecklenburg County; North Carolina",0,0.0136986301369863,0.133942161339422,0.461694571283612,0.39066463723998
"289","37119003022",153684,55.9,1.62,"Census Tract 30.22; Mecklenburg County; North Carolina",0.0183217295712715,0.034078417002565,0.168193477464273,0.524001465738366,0.255404910223525
"290","37119003102",78163,68.8,1.62,"Census Tract 31.02; Mecklenburg County; North Carolina",0.118371212121212,0.123421717171717,0.182133838383838,0.341540404040404,0.234532828282828
"291","37119003105",103750,64.2,1.62,"Census Tract 31.05; Mecklenburg County; North Carolina",0.0119549929676512,0.0689170182841069,0.221167369901547,0.437412095639944,0.260548523206751
"292","37119003106",115582,73.2,1.62,"Census Tract 31.06; Mecklenburg County; North Carolina",0.130550918196995,0.0968280467445743,0.179966611018364,0.381636060100167,0.2110183639399
"293","37119003108",46226,77.3,1.62,"Census Tract 31.08; Mecklenburg County; North Carolina",0.157766990291262,0.283009708737864,0.331553398058252,0.198543689320388,0.029126213592233
"294","37119003109",54432,80,1.62,"Census Tract 31.09; Mecklenburg County; North Carolina",0.308836395450569,0.194225721784777,0.244531933508311,0.214785651793526,0.0376202974628171
"295","37119003110",120817,88.6,1.62,"Census Tract 31.10; Mecklenburg County; North Carolina",0,0.107503991484832,0.159659393294305,0.469398616285258,0.263437998935604
"296","37119003111",94429,93,1.62,"Census Tract 31.11; Mecklenburg County; North Carolina",0.0413087934560327,0.081799591002045,0.187730061349693,0.537423312883436,0.151738241308793
